Id,Camera,Angle,Width,Height,Facing
8459,L,250,62,115,X
8460,X,222,55,53,X
8461,L,238,75,84,X
8462,R,42,108,95,F
8463,X,215,92,79,X
8464,L,283,35,36,L
8465,R,76,119,105,F
8466,R,65,170,190,F
8467,R,48,108,121,F
8468,F,23,73,78,F
8469,F,331,68,56,F
8470,F,27,178,168,F
8471,F,25,83,80,F
8472,L,239,48,78,X
8473,L,251,27,45,X
8474,L,252,31,47,X
8475,F,36,137,125,F
8476,L,310,84,152,F
8477,R,74,57,56,F
8478,X,205,45,47,X
8479,R,63,131,151,F
8480,L,235,35,32,X
8481,L,243,88,86,X
8482,F,23,84,98,F
8483,L,249,56,74,X
8484,F,24,82,102,F
8485,R,50,157,133,F
8486,L,251,62,82,X
8487,F,336,62,62,F
8488,X,218,212,281,X
8489,L,249,94,108,X
8490,L,249,40,63,X
8491,F,34,27,69,F
8492,R,66,112,120,F
8493,L,266,44,108,F
8494,L,245,60,88,X
8495,X,217,43,38,X
8496,F,21,37,42,F
8497,L,249,101,125,X
8498,F,39,124,137,F
8499,R,70,146,215,F
8500,F,18,59,63,F
8501,R,61,66,92,F
8502,X,198,60,58,X
8503,F,27,104,101,F
8504,F,30,119,125,F
8505,L,250,34,41,X
8506,L,249,35,54,X
8507,F,10,62,67,F
8508,X,148,139,142,X
8509,F,20,59,61,F
8510,F,41,186,174,F
8511,L,229,52,46,X
8512,F,12,103,118,F
8513,L,255,40,80,X
8514,L,271,45,45,F
8515,X,214,106,108,X
8516,L,250,62,125,X
8517,R,96,41,47,F
8518,X,199,51,43,X
8519,R,63,107,144,F
8520,F,27,146,149,F
8521,F,15,104,101,F
8522,L,253,58,92,X
8523,R,50,133,136,F
8524,R,70,111,123,F
8525,F,343,69,87,F
8526,F,23,83,84,F
8527,X,220,129,127,X
8528,X,212,117,116,X
8529,F,23,67,65,F
8530,F,13,45,53,F
8531,X,216,161,143,X
8532,L,240,74,95,X
8533,F,26,134,123,F
8534,L,309,45,39,F
8535,X,212,91,83,X
8536,F,20,117,119,F
8537,R,46,232,186,F
8538,L,232,99,101,X
8539,F,14,76,93,F
8540,X,219,156,161,X
8541,L,245,40,61,X
8542,F,29,97,107,F
8543,L,243,46,78,X
8544,R,67,92,134,F
8545,X,213,76,83,X
8546,L,227,105,94,X
8547,F,339,69,76,F
8548,F,32,96,89,F
8549,X,227,148,155,X
8550,L,231,81,73,X
8551,L,243,57,77,X
8552,F,32,107,116,F
8553,R,46,235,211,F
8554,F,10,74,71,F
8555,X,213,86,95,X
8556,F,45,171,168,F
8557,R,84,63,106,F
8558,X,212,54,68,X
8559,L,258,33,52,X
8560,R,85,33,35,F
8561,F,18,158,149,F
8562,R,83,68,128,F
8563,X,216,51,52,X
8564,F,14,76,83,F
8565,L,256,58,113,X
8566,R,60,278,237,F
8567,F,31,88,97,R
8568,F,38,189,211,F
8569,R,47,148,127,F
8570,X,196,58,61,X
8571,X,209,55,53,X
8572,X,223,70,100,X
8573,L,253,81,148,X
8574,X,202,67,61,X
8575,R,74,57,116,F
8576,L,252,45,70,X
8577,L,236,74,93,X
8578,F,27,130,125,F
8579,R,67,58,92,F
8580,R,64,99,91,F
8581,F,33,161,180,F
8582,R,71,95,197,F
8583,X,212,59,62,X
8584,R,57,152,158,F
8585,L,264,34,36,L
8586,R,75,49,100,F
8587,X,205,66,71,X
8588,R,63,152,172,F
8589,X,229,60,57,X
8590,R,54,203,192,F
8591,L,258,28,36,L
8592,X,205,68,65,X
8593,F,11,51,67,F
8594,L,246,32,40,X
8595,L,258,54,94,X
8596,X,213,93,86,X
8597,F,29,168,144,F
8598,L,241,34,38,X
8599,R,76,107,164,F
8600,X,216,102,130,X
8601,F,29,96,127,F
8602,F,16,35,40,F
8603,F,47,156,167,F
8604,F,33,92,89,F
8605,R,85,48,105,F
8606,R,53,115,104,F
8607,R,64,152,103,F
8608,F,20,51,43,F
8609,L,231,90,75,X
8610,L,243,41,41,X
8611,L,260,33,39,L
8612,L,311,122,82,F
8613,R,48,103,100,F
8614,X,229,91,89,X
8615,F,14,75,69,F
8616,X,217,90,89,X
8617,R,74,100,174,F
8618,L,233,49,45,X
8619,X,202,46,46,X
8620,R,71,52,104,F
8621,L,254,40,54,X
8622,X,166,84,89,X
8623,R,65,162,263,F
8624,F,14,41,42,F
8625,F,28,135,116,F
8626,R,66,73,91,F
8627,R,111,34,33,R
8628,R,107,44,47,X
8629,L,224,93,58,X
8630,F,17,101,103,F
8631,R,55,108,120,F
8632,F,21,144,150,F
8633,F,24,68,75,F
8634,F,321,55,41,F
8635,R,73,105,201,F
8636,R,67,86,122,F
8637,L,242,84,92,X
8638,X,221,84,91,X
8639,R,87,96,180,F
8640,R,128,73,53,R
8641,X,202,40,40,X
8642,F,11,43,46,F
8643,F,24,85,97,F
8644,L,255,80,110,X
8645,R,68,117,203,F
8646,X,222,140,140,X
8647,L,306,68,106,F
8648,R,85,58,65,F
8649,X,207,44,34,X
8650,F,10,56,60,F
8651,L,247,32,44,X
8652,R,68,79,124,F
8653,F,31,128,150,F
8654,L,248,50,80,X
8655,L,260,49,94,X
8656,R,72,47,93,F
8657,X,227,101,78,X
8658,F,17,66,66,F
8659,R,69,149,188,F
8660,R,72,95,167,F
8661,F,28,102,102,F
8662,F,24,61,53,F
8663,L,240,50,49,X
8664,R,67,112,178,F
8665,L,239,49,45,X
8666,L,228,109,92,X
8667,F,27,92,100,F
8668,F,21,208,195,F
8669,L,248,64,88,X
8670,X,217,65,66,X
8671,R,54,114,121,F
8672,R,50,162,157,F
8673,L,243,182,200,X
8674,R,131,63,62,X
8675,L,245,36,51,X
8676,F,31,224,210,F
8677,F,20,96,70,F
8678,F,26,110,111,F
8679,F,29,160,145,F
8680,L,240,95,114,X
8681,F,30,137,182,F
8682,L,236,82,79,X
8683,R,75,46,68,F
8684,F,16,57,82,F
8685,R,50,167,158,F
8686,X,206,57,66,X
8687,X,226,46,44,X
8688,X,207,72,81,X
8689,L,247,77,128,X
8690,L,243,55,56,X
8691,L,253,49,90,X
8692,X,198,41,44,X
8693,X,206,48,53,X
8694,F,20,117,120,F
8695,R,64,81,138,F
8696,L,244,49,53,X
8697,X,204,70,106,X
8698,X,203,31,34,X
8699,L,254,74,119,X
8700,R,74,90,147,F
8701,X,225,145,139,X
8702,F,11,71,68,F
8703,F,28,109,110,F
8704,L,241,87,105,X
8705,F,29,65,84,F
8706,F,41,109,153,F
8707,R,63,117,135,F
8708,R,53,248,209,F
8709,F,18,101,104,F
8710,F,27,81,84,F
8711,X,195,36,36,X
8712,L,250,55,90,X
8713,R,78,61,115,F
8714,R,69,91,138,F
8715,X,218,83,83,X
8716,F,14,70,68,F
8717,R,62,54,69,F
8718,F,15,47,48,F
8719,X,211,45,37,X
8720,F,29,107,104,F
8721,F,27,110,101,F
8722,L,257,30,60,X
8723,L,247,95,138,X
8724,X,214,55,56,X
8725,R,77,31,66,F
8726,F,20,91,94,F
8727,F,22,87,83,F
8728,L,247,38,53,X
8729,R,56,205,187,F
8730,L,254,63,71,X
8731,F,16,82,78,F
8732,L,239,149,143,X
8733,R,98,36,42,R
8734,F,13,58,55,F
8735,F,29,157,142,F
8736,R,51,183,160,F
8737,L,244,37,58,X
8738,R,77,87,208,F
8739,X,221,128,142,X
8740,R,75,78,103,F
8741,X,199,36,58,X
8742,L,262,51,102,F
8743,L,254,64,109,X
8744,F,27,75,74,F
8745,X,220,96,89,X
8746,L,277,38,42,L
8747,R,81,96,172,F
8748,L,252,67,109,X
8749,R,53,210,203,F
8750,X,221,50,45,X
8751,R,63,120,165,F
8752,R,73,85,143,F
8753,L,262,26,62,F
8754,X,206,43,38,X
8755,L,254,27,52,X
8756,X,216,73,71,X
8757,F,19,56,57,F
8758,F,34,56,59,F
8759,R,55,95,92,F
8760,L,244,63,63,X
8761,X,175,35,39,X
8762,R,87,106,212,F
8763,R,53,159,133,F
8764,R,50,263,206,F
8765,R,44,194,157,F
8766,R,69,162,253,F
8767,R,109,36,35,X
8768,R,72,56,99,F
8769,X,221,83,85,X
8770,X,219,135,127,X
8771,L,245,32,57,X
8772,L,241,59,76,X
8773,F,19,83,82,F
8774,F,15,59,59,F
8775,L,245,71,110,X
8776,F,326,152,154,F
8777,R,72,41,39,R
8778,X,226,58,37,X
8779,X,220,114,100,X
8780,X,207,70,82,X
8781,R,60,223,245,F
8782,L,254,70,120,X
8783,L,235,91,85,X
8784,F,27,167,185,F
8785,F,27,76,96,F
8786,X,212,69,64,X
8787,F,17,97,118,F
8788,L,246,53,72,X
8789,F,25,77,81,F
8790,F,29,79,97,F
8791,F,14,90,85,F
8792,F,20,94,105,F
8793,L,250,72,101,X
8794,F,29,177,178,F
8795,R,48,203,167,F
8796,X,211,40,41,X
8797,X,220,104,99,X
8798,X,214,76,70,X
8799,X,207,57,71,X
8800,X,207,80,93,X
8801,R,81,68,121,F
8802,R,71,186,266,F
8803,R,53,139,116,F
8804,L,267,58,61,L
8805,F,23,77,79,F
8806,R,78,100,225,F
8807,F,39,114,124,F
8808,R,64,165,193,F
8809,F,16,123,122,F
8810,R,45,167,141,F
8811,R,57,140,161,F
8812,R,77,57,113,F
8813,L,233,46,53,X
8814,X,211,82,88,X
8815,R,97,66,68,R
8816,F,24,71,72,F
8817,F,18,82,92,F
8818,R,66,145,154,F
8819,R,74,89,160,F
8820,F,22,102,91,F
8821,X,216,51,46,X
8822,X,207,45,44,X
8823,F,23,154,158,F
8824,R,64,108,129,F
8825,F,24,72,74,F
8826,R,75,108,216,F
8827,L,277,70,69,F
8828,R,78,78,167,F
8829,L,236,92,103,X
8830,X,217,43,41,X
8831,X,203,46,48,X
8832,L,245,70,101,X
8833,R,67,60,75,F
8834,L,239,58,52,X
8835,X,214,78,87,X
8836,L,265,40,47,L
8837,L,246,57,80,X
8838,L,243,71,100,X
8839,L,248,41,49,X
8840,R,66,112,138,F
8841,F,17,110,117,F
8842,L,276,115,178,F
8843,L,234,105,108,X
8844,F,8,51,51,F
8845,R,72,58,138,F
8846,L,287,78,74,L
8847,L,262,25,47,F
8848,R,63,41,59,F
8849,L,241,45,46,X
8850,R,72,64,135,F
8851,L,274,37,80,X
8852,X,209,32,39,X
8853,R,48,126,106,F
8854,R,78,78,170,F
8855,X,222,121,117,X
8856,F,25,102,107,F
8857,X,206,86,82,X
8858,R,48,156,130,F
8859,F,17,71,67,F
8860,F,14,35,38,F
8861,R,69,161,192,F
8862,R,65,99,116,F
8863,F,19,162,154,F
8864,X,213,38,35,X
8865,F,26,71,78,F
8866,X,212,57,56,X
8867,L,247,27,37,X
8868,R,79,107,241,F
8869,X,203,60,61,X
8870,R,42,75,42,F
8871,X,209,57,56,X
8872,F,15,66,77,F
8873,F,28,73,81,F
8874,F,12,36,43,F
8875,X,224,64,68,X
8876,F,26,105,110,F
8877,R,82,55,80,F
8878,R,59,103,126,F
8879,X,201,73,89,X
8880,R,46,185,147,F
8881,R,61,130,161,F
8882,X,204,52,48,X
8883,X,214,103,107,X
8884,L,314,249,248,F
8885,F,47,198,201,F
8886,L,267,53,81,X
8887,R,78,37,112,F
8888,F,27,88,84,F
8889,R,73,61,102,F
8890,R,57,207,205,F
8891,F,23,84,100,F
8892,F,26,93,118,F
8893,F,32,98,88,F
8894,L,223,152,108,X
8895,R,71,45,70,F
8896,L,229,54,51,X
8897,X,215,94,80,X
8898,F,19,102,99,F
8899,F,323,34,32,F
8900,X,222,126,110,X
8901,X,216,33,33,X
8902,F,20,69,71,F
8903,F,32,154,150,F
8904,F,12,57,62,F
8905,L,252,69,108,X
8906,X,213,84,84,X
8907,L,250,59,85,X
8908,X,207,92,93,X
8909,F,23,77,88,F
8910,R,73,262,347,F
8911,R,85,35,71,F
8912,F,16,77,81,F
8913,L,239,148,134,X
8914,R,84,75,161,F
8915,L,243,41,63,X
8916,X,217,93,90,X
8917,R,65,144,208,F
8918,L,252,69,65,L
8919,F,22,85,84,F
8920,F,23,57,58,F
8921,L,250,59,66,X
8922,L,251,25,53,X
8923,L,232,103,104,X
8924,F,42,109,100,F
8925,R,55,239,220,F
8926,X,217,50,56,X
8927,L,243,48,51,X
8928,R,91,74,80,R
8929,R,49,98,89,F
8930,X,221,111,98,X
8931,F,12,40,40,F
8932,F,46,128,134,F
8933,X,221,80,80,X
8934,X,221,100,110,X
8935,F,26,124,150,F
8936,L,240,45,51,X
8937,R,70,85,133,F
8938,F,22,130,128,F
8939,X,202,48,53,X
8940,X,224,120,96,X
8941,X,219,64,60,X
8942,F,347,41,43,F
8943,F,27,143,154,F
8944,F,28,107,109,F
8945,L,253,72,119,X
8946,F,19,131,125,F
8947,L,249,43,62,X
8948,R,60,190,180,F
8949,R,50,370,340,F
8950,R,47,88,101,F
8951,R,46,233,214,F
8952,R,79,38,89,F
8953,F,25,95,106,F
8954,R,84,42,46,R
8955,L,251,35,67,X
8956,F,43,94,90,F
8957,X,213,117,106,X
8958,F,24,189,197,F
8959,X,226,75,66,X
8960,L,263,51,124,X
8961,R,64,143,154,F
8962,X,208,49,49,X
8963,L,235,109,110,X
8964,X,196,60,70,X
8965,R,76,61,128,F
8966,R,66,106,160,F
8967,F,18,33,37,F
8968,F,20,89,89,F
8969,L,224,51,23,X
8970,F,26,79,84,F
8971,L,241,49,54,X
8972,R,63,95,180,F
8973,F,20,67,66,F
8974,L,239,46,88,X
8975,X,211,55,59,X
8976,L,231,64,53,X
8977,X,194,35,37,X
8978,L,247,105,117,X
8979,F,41,196,211,F
8980,R,63,82,108,F
8981,F,23,103,92,F
8982,X,206,63,70,X
8983,R,72,93,169,F
8984,L,292,30,37,F
8985,F,31,97,102,F
8986,L,238,78,101,X
8987,F,316,38,44,F
8988,R,95,47,80,F
8989,R,61,176,198,F
8990,F,328,71,82,F
8991,F,37,120,113,F
8992,R,64,78,134,F
8993,X,220,54,55,X
8994,L,235,48,39,X
8995,X,206,48,42,X
8996,X,215,64,70,X
8997,R,48,274,245,F
8998,R,89,65,194,F
8999,R,65,155,213,F
9000,R,75,90,165,F
9001,F,15,74,74,F
9002,F,22,109,108,F
9003,F,20,118,113,F
9004,X,222,98,112,X
9005,F,22,92,95,F
9006,L,243,64,82,X
9007,X,223,87,74,X
9008,R,59,94,105,F
9009,X,220,94,90,X
9010,X,219,158,126,X
9011,L,250,75,128,X
9012,L,247,65,81,X
9013,R,60,163,165,F
9014,R,103,34,33,R
9015,L,250,64,94,X
9016,R,76,53,112,F
9017,F,26,203,201,F
9018,F,18,49,52,F
9019,R,55,175,166,F
9020,R,47,132,117,F
9021,R,60,101,124,F
9022,L,256,38,72,X
9023,X,227,104,110,X
9024,X,203,64,60,X
9025,F,14,56,59,F
9026,F,25,79,84,F
9027,X,224,96,100,X
9028,L,250,47,78,X
9029,F,24,94,105,F
9030,F,39,164,151,F
9031,R,74,78,122,F
9032,X,209,43,40,X
9033,X,210,115,112,X
9034,F,46,207,203,F
9035,R,69,87,105,F
9036,L,244,108,131,X
9037,F,21,78,82,F
9038,X,196,50,48,X
9039,F,23,82,77,F
9040,L,255,50,108,X
9041,R,45,150,152,F
9042,F,18,93,89,F
9043,L,238,53,53,X
9044,X,237,65,64,X
9045,L,227,86,59,X
9046,L,255,67,157,X
9047,L,223,102,89,X
9048,L,235,87,78,X
9049,L,238,55,63,X
9050,R,50,138,132,F
9051,X,204,48,48,X
9052,L,280,31,38,L
9053,X,217,73,68,X
9054,R,50,108,130,F
9055,X,217,43,40,X
9056,R,57,147,161,F
9057,L,244,52,71,X
9058,F,21,109,107,F
9059,F,30,99,111,F
9060,L,256,47,79,X
9061,R,63,148,142,F
9062,F,37,126,130,F
9063,X,196,53,53,X
9064,L,293,30,35,L
9065,L,263,28,71,F
9066,F,22,72,78,F
9067,F,27,146,146,F
9068,R,61,109,126,F
9069,R,73,99,160,F
9070,X,218,93,99,X
9071,X,202,65,55,X
9072,L,256,50,79,X
9073,R,70,247,350,F
9074,L,224,118,91,X
9075,R,53,135,152,F
9076,R,65,77,119,F
9077,X,203,56,59,X
9078,R,71,70,96,F
9079,F,19,86,72,F
9080,F,325,112,111,F
9081,R,62,197,273,F
9082,F,38,84,76,F
9083,R,70,91,166,F
9084,F,24,114,100,F
9085,R,90,75,153,F
9086,F,21,65,61,F
9087,X,213,99,92,X
9088,X,211,35,38,X
9089,L,274,72,77,F
9090,R,74,64,127,F
9091,X,205,58,65,X
9092,F,31,96,98,F
9093,R,76,78,156,F
9094,X,212,86,84,X
9095,L,265,32,40,L
9096,X,196,52,54,X
9097,L,253,100,125,X
9098,R,81,93,210,F
9099,R,57,181,191,F
9100,X,220,81,72,X
9101,R,43,223,210,F
9102,F,20,112,97,F
9103,R,86,46,77,F
9104,L,262,49,92,F
9105,R,54,183,166,F
9106,F,22,183,196,F
9107,R,68,76,137,F
9108,L,249,77,104,X
9109,L,247,99,139,X
9110,X,214,96,96,X
9111,L,263,33,84,X
9112,X,199,63,63,X
9113,F,14,102,109,F
9114,L,252,53,106,X
9115,L,258,38,44,L
9116,L,252,95,114,X
9117,L,236,91,126,X
9118,R,56,193,142,F
9119,X,227,106,87,X
9120,L,255,28,52,X
9121,R,47,92,81,F
9122,L,231,47,42,X
9123,L,252,81,109,X
9124,R,65,125,113,F
9125,L,253,62,110,X
9126,R,67,73,116,F
9127,F,41,249,251,F
9128,R,52,72,82,F
9129,R,84,67,165,F
9130,L,245,63,97,X
9131,F,22,83,80,F
9132,L,235,70,54,X
9133,R,82,29,60,F
9134,R,62,62,80,F
9135,L,244,64,88,X
9136,X,216,65,66,X
9137,F,36,149,140,F
9138,F,9,70,68,F
9139,F,12,63,67,F
9140,L,259,65,83,X
9141,R,48,175,146,F
9142,F,28,104,114,F
9143,F,21,85,89,F
9144,X,228,146,146,X
9145,X,221,95,98,X
9146,X,204,66,67,X
9147,R,49,126,123,F
9148,L,251,32,65,X
9149,R,47,141,113,F
9150,L,271,46,77,F
9151,L,236,111,111,X
9152,F,35,175,145,F
9153,X,209,69,68,X
9154,F,19,97,100,F
9155,R,113,52,59,X
9156,L,246,72,112,X
9157,X,228,90,75,X
9158,L,243,78,105,X
9159,L,243,65,89,X
9160,F,28,72,81,F
9161,F,20,64,58,F
9162,R,98,35,42,F
9163,X,211,80,69,X
9164,R,67,80,135,F
9165,F,14,128,118,F
9166,F,20,85,98,F
9167,F,43,50,46,F
9168,F,28,90,88,F
9169,L,245,114,129,X
9170,X,195,85,86,X
9171,F,23,82,73,F
9172,R,51,114,112,F
9173,X,213,47,43,X
9174,F,36,70,72,F
9175,R,50,192,226,F
9176,R,91,27,54,F
9177,R,57,62,81,F
9178,L,297,62,60,L
9179,L,228,47,37,X
9180,R,44,251,202,F
9181,R,97,33,36,R
9182,F,28,125,109,F
9183,L,230,58,57,X
9184,L,261,36,66,F
9185,L,241,45,57,X
9186,X,218,70,68,X
9187,L,234,61,62,X
9188,X,212,65,68,X
9189,X,216,89,91,X
9190,X,231,90,80,X
9191,L,272,76,121,F
9192,X,216,93,97,X
9193,X,217,43,42,X
9194,F,29,109,112,F
9195,F,38,119,131,F
9196,F,19,78,80,F
9197,L,221,72,50,X
9198,L,251,89,85,X
9199,R,53,147,157,F
9200,F,16,54,59,F
9201,L,298,95,115,F
9202,F,10,64,66,F
9203,R,67,139,179,F
9204,L,250,75,107,X
9205,X,228,58,72,X
9206,R,76,103,182,F
9207,L,247,49,88,X
9208,L,241,68,97,X
9209,L,258,33,47,X
9210,L,231,99,100,X
9211,L,249,83,105,X
9212,X,216,80,79,X
9213,R,73,111,118,F
9214,L,246,62,70,X
9215,R,70,71,107,F
9216,X,219,48,45,X
9217,X,190,26,46,X
9218,L,231,69,58,X
9219,R,70,97,153,F
9220,R,57,77,68,F
9221,X,224,148,151,X
9222,F,37,60,40,R
9223,F,17,45,48,F
9224,R,77,91,182,F
9225,R,64,170,228,F
9226,L,238,97,113,X
9227,X,223,113,103,X
9228,L,252,90,128,X
9229,F,18,63,67,F
9230,R,67,34,38,F
9231,F,24,89,107,F
9232,R,57,180,222,F
9233,F,13,49,50,F
9234,R,80,56,160,F
9235,X,195,46,45,X
9236,F,42,229,216,F
9237,F,35,204,174,F
9238,F,25,95,87,F
9239,L,247,77,96,X
9240,L,245,39,46,X
9241,F,19,94,98,F
9242,X,228,95,93,X
9243,R,70,127,180,F
9244,L,253,57,99,X
9245,F,22,68,80,F
9246,F,43,181,161,F
9247,R,61,114,128,F
9248,L,230,74,72,X
9249,R,49,163,132,F
9250,F,19,120,112,F
9251,F,11,76,74,F
9252,R,63,157,212,F
9253,L,249,45,111,X
9254,F,47,174,160,F
9255,R,55,134,210,F
9256,R,59,145,178,F
9257,L,250,80,105,X
9258,R,69,89,142,F
9259,R,56,111,122,F
9260,F,6,36,38,F
9261,F,23,89,103,F
9262,L,279,127,189,F
9263,X,217,117,108,X
9264,L,251,32,65,X
9265,F,318,180,174,F
9266,R,78,65,137,F
9267,R,73,98,175,F
9268,F,42,191,215,F
9269,F,18,93,92,F
9270,X,140,42,38,R
9271,R,53,143,157,F
9272,F,19,81,84,F
9273,F,15,86,86,F
9274,L,275,48,45,L
9275,L,247,42,67,X
9276,R,54,168,185,F
9277,R,44,248,151,F
9278,F,17,106,105,F
9279,X,220,52,47,X
9280,R,126,75,42,R
9281,L,250,59,93,X
9282,X,224,139,136,X
9283,F,41,123,127,F
9284,R,67,64,90,F
9285,L,250,59,77,X
9286,F,15,58,54,F
9287,L,244,46,69,X
9288,L,267,32,55,F
9289,F,10,42,40,F
9290,X,226,104,92,X
9291,R,46,114,85,F
9292,R,113,38,33,X
9293,F,13,70,81,F
9294,R,74,30,53,F
9295,R,105,72,69,R
9296,F,26,91,103,F
9297,L,249,104,154,X
9298,X,208,107,124,X
9299,F,311,53,43,L
9300,L,229,51,44,X
9301,L,252,38,76,X
9302,F,20,66,60,F
9303,L,246,39,63,X
9304,R,53,217,181,F
9305,F,20,58,59,F
9306,X,216,68,57,X
9307,L,242,64,74,X
9308,R,90,43,46,R
9309,F,21,95,108,F
9310,L,252,27,50,X
9311,R,61,97,84,F
9312,R,70,116,155,F
9313,X,221,123,107,X
9314,F,25,133,139,F
9315,X,201,51,51,X
9316,R,68,114,191,F
9317,F,33,119,104,F
9318,F,18,101,104,F
9319,F,23,138,161,F
9320,F,20,110,106,F
9321,R,43,131,117,F
9322,X,226,54,46,X
9323,X,193,34,38,X
9324,F,44,172,152,F
9325,R,59,166,221,F
9326,L,246,39,46,X
9327,L,254,53,111,X
9328,R,43,92,78,F
9329,R,50,240,210,F
9330,X,224,71,71,X
9331,F,26,136,134,F
9332,L,243,92,126,X
9333,F,17,69,77,F
9334,L,240,70,79,X
9335,F,23,103,121,F
9336,R,71,56,120,F
9337,F,31,100,106,F
9338,X,202,57,66,X
9339,R,60,116,96,F
9340,X,212,82,85,X
9341,F,320,45,31,L
9342,F,43,343,298,F
9343,F,35,169,148,F
9344,L,255,37,97,X
9345,X,214,43,43,X
9346,F,24,93,106,F
9347,L,253,50,99,X
9348,L,248,81,86,X
9349,F,26,91,93,F
9350,F,16,77,82,F
9351,L,261,59,59,F
9352,F,26,111,108,F
9353,F,22,138,144,F
9354,R,69,107,158,F
9355,L,244,45,69,X
9356,L,254,40,83,X
9357,F,13,33,32,F
9358,R,53,153,145,F
9359,L,284,71,136,F
9360,X,221,95,85,X
9361,X,208,84,76,X
9362,F,28,74,95,F
9363,F,38,157,171,F
9364,X,191,36,34,X
9365,R,71,109,155,F
9366,F,23,68,79,F
9367,X,212,81,80,X
9368,F,22,56,55,F
9369,R,51,104,107,F
9370,R,64,234,297,F
9371,X,219,54,55,X
9372,F,40,249,210,F
9373,R,50,107,104,F
9374,X,215,59,51,X
9375,X,194,80,94,X
9376,R,85,52,108,F
9377,X,203,49,49,X
9378,X,214,67,60,X
9379,F,16,97,99,F
9380,L,259,36,59,X
9381,F,12,62,66,F
9382,L,262,74,82,F
9383,F,15,104,106,F
9384,R,56,149,149,F
9385,L,249,46,72,X
9386,F,16,86,94,F
9387,X,205,43,46,X
9388,L,251,60,89,X
9389,L,262,96,184,X
9390,R,46,106,74,F
9391,L,253,92,119,X
9392,F,43,306,315,F
9393,F,21,103,101,F
9394,F,36,88,85,F
9395,F,19,90,80,F
9396,L,250,32,61,X
9397,L,258,54,94,X
9398,L,239,50,55,X
9399,R,62,220,215,F
9400,F,42,120,126,F
9401,R,53,185,182,F
9402,F,19,37,40,F
9403,R,58,123,127,F
9404,X,225,87,79,X
9405,X,194,31,44,X
9406,R,66,152,137,F
9407,F,14,100,107,F
9408,F,26,156,158,F
9409,X,210,48,63,X
9410,F,28,163,146,F
9411,L,271,27,41,F
9412,R,61,102,107,F
9413,F,55,117,113,F
9414,F,16,44,48,F
9415,L,226,131,106,X
9416,R,92,69,80,F
9417,R,56,217,209,F
9418,R,48,115,95,F
9419,R,68,103,123,F
9420,F,14,79,73,F
9421,F,40,216,185,F
9422,L,244,86,101,X
9423,R,56,114,115,F
9424,F,35,229,223,F
9425,R,51,73,79,F
9426,L,250,56,90,X
9427,R,106,36,33,R
9428,X,199,42,43,X
9429,R,63,53,94,F
9430,X,224,114,98,X
9431,R,74,101,171,F
9432,X,214,72,83,X
9433,F,34,77,76,F
9434,X,211,58,60,X
9435,R,43,168,124,F
9436,L,295,30,40,L
9437,R,53,291,247,F
9438,R,65,185,293,F
9439,L,250,45,95,X
9440,L,250,39,58,X
9441,R,59,48,42,F
9442,F,31,112,116,F
9443,R,71,24,45,F
9444,R,66,97,130,F
9445,L,240,109,114,X
9446,L,237,92,97,X
9447,F,32,87,97,F
9448,L,251,40,91,X
9449,R,60,86,125,F
9450,R,44,165,121,F
9451,F,21,55,58,F
9452,L,263,35,46,X
9453,X,220,182,177,X
9454,R,67,89,112,F
9455,F,20,72,81,F
9456,R,73,92,187,F
9457,L,250,52,54,X
9458,R,45,81,57,F
9459,X,216,42,30,X
9460,X,215,83,92,X
9461,R,70,97,143,F
9462,F,27,105,112,F
9463,R,45,215,169,F
9464,L,250,34,59,X
9465,R,46,148,109,F
9466,L,289,114,136,F
9467,X,229,84,74,X
9468,F,29,51,25,F
9469,F,328,154,153,F
9470,L,246,92,123,X
9471,R,67,117,140,F
9472,F,43,60,56,F
9473,L,231,41,41,X
9474,X,203,38,45,X
9475,F,27,171,149,F
9476,R,71,66,132,F
9477,R,47,120,125,F
9478,F,36,165,173,F
9479,R,112,34,59,X
9480,R,73,64,105,F
9481,F,47,174,150,F
9482,R,83,56,105,F
9483,F,18,100,103,F
9484,L,258,30,62,X
9485,L,258,51,77,X
9486,F,32,100,110,F
9487,R,66,133,151,R
9488,R,71,83,145,F
9489,L,243,88,96,X
9490,F,17,100,114,F
9491,F,41,118,126,F
9492,L,248,77,109,X
9493,F,17,98,104,F
9494,F,20,114,111,F
9495,F,14,95,96,F
9496,F,28,138,133,F
9497,L,251,58,116,X
9498,F,318,65,72,F
9499,R,67,62,127,F
9500,L,247,115,142,X
9501,X,216,42,41,X
9502,F,18,62,61,F
9503,F,43,142,148,F
9504,F,44,81,84,F
9505,R,58,123,112,F
9506,F,31,35,37,F
9507,R,72,75,86,F
9508,L,251,57,104,X
9509,L,230,41,32,X
9510,R,49,198,180,F
9511,R,67,88,140,F
9512,R,73,77,146,F
9513,R,81,82,153,F
9514,F,25,122,127,F
9515,R,49,110,102,F
9516,L,260,36,102,X
9517,R,57,188,178,F
9518,L,243,71,86,X
9519,F,20,141,148,F
9520,X,222,168,117,X
9521,F,25,50,61,F
9522,X,206,96,86,X
9523,X,214,95,107,X
9524,L,256,58,114,X
9525,R,63,130,215,F
9526,R,50,47,33,R
9527,X,211,93,86,X
9528,R,66,94,123,F
9529,X,211,54,57,X
9530,F,26,76,80,F
9531,X,222,82,90,X
9532,R,47,89,80,F
9533,F,24,92,92,F
